Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
PIP,Progress in Photovoltaics: Research and Applications,O-Proprietary Owned,4500.0,3000.0,3750.0,4500,3000.0,3750,0.0,0.0,Physical Sci,3500,0.891,0.9,900,4400,No,0,4400,3,-500,3900,No direct competitors,0,3900,3900,3900,-600,4500,4590,0.02,No,0,7022.589523809524,2522.5895238095236,Subscription revenue considerably higher than APC - please review,0.0,0,4600,3050,3850,100,0.02,1-2%,Increase,Yes,4600,4600,3050,3850,13500,13800,5729.42,6375.0,1909.8066666666666,2125.0,0.1,3.3000000000000003,6302.362,0.022222222222222223,0.0,0.0,3.3000000000000003,7012.500000000001,1283.0800000000008,,0.22394587933857193,1.4520000000000002,1.848,0.0,0.0,0.0,3927.0,3927.0,0.0,0.0,0.0,645.5799999999999,270.0,-375.5799999999999
PIQ,Performance Improvement Quarterly,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.91,0.9,900,3650,No,0,3650,3,-500,3150,No direct competitors,0,3150,3150,3150,150,3200,3264,0.088,No,0,5021.856476190476,1821.8564761904763,0,0.0,0,3250,2150,2700,250,0.08,6-10%,Increase,Yes,3250,3250,2150,2700,9000,9750,6841.095,10583.998237367803,2280.3650000000002,3527.9994124559344,0.1,3.3000000000000003,7525.204500000002,0.08333333333333333,0.0,0.0,3.3000000000000003,11642.398061104584,4801.303061104584,,0.7018325372041441,1.4520000000000002,1.848,0.0,0.0,0.0,6519.742914218567,6519.742914218567,0.0,0.0,0.0,3742.903237367803,180.0,-3562.903237367803
PIRS,Papers In Regional Science,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.885,0.9,900,3650,No,0,3650,16,0,3650,No direct competitors,0,3650,3650,3650,650,3700,3774,0.258,No,0,12197.99534482759,8497.99534482759,Subscription revenue considerably higher than APC - please review,0.0,0,3750,2500,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2500,3150,48000,60000,37042.276285,70726.71308814379,2315.1422678125,4420.419568008987,0.1,17.6,40746.503913500004,0.25,-0.1,-0.025,17.16,75854.39978703421,38812.123502034214,,1.0477791160407413,7.5504,9.6096,12813.717406454547,800.8573379034092,6046.7932441059,42478.46388073916,48525.25712484506,11196.452102727273,699.7782564204546,12008.194880175,33684.43680314379,960.0,-32724.43680314379
PITS,Psychology in the Schools,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,0.33099999999999996,0.3,100,2850,No,0,2850,4,-500,2350,No direct competitors,0,2350,2350,2350,-150,2500,2550,0.02,No,0,7714.341772151899,5214.341772151899,Subscription revenue considerably higher than APC - please review,7.70759493670886,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,10000,10200,12339.9315,15524.429951612903,3084.982875,3881.107487903226,0.1,4.4,13573.924650000003,0.02,0.0,0.0,4.4,17076.872946774194,4736.9414467741935,,0.38387096774193546,1.9360000000000002,2.4640000000000004,15723.46110483871,3930.8652762096776,7610.155174741936,9563.04885019355,17173.204024935487,15524.429951612903,3881.107487903226,17076.872946774194,3184.4984516129025,200.0,-2984.4984516129025
PIUZ,Physik in unserer Zeit,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Physical Sci,3500,0.259,0.3,100,3600,No,0,3600,28,500,4100,No direct competitors,0,4100,4100,4100,1100,4100,4182,0.394,No,0,2067.9692105263157,-2032.0307894736843,0,261.8242434210526,0,4200,2800,3500,1200,0.4,36-40%,Increase,Yes,4200,4200,2800,3500,84000,117600,85235.027,88247.937578125,3044.108107142857,3151.712056361607,0.1,30.800000000000004,93758.52970000001,0.4,-0.2,-0.08000000000000002,28.336000000000002,89306.91282906251,4071.8858290625067,,0.04777244722480708,12.46784,15.868160000000001,29380.598156250002,1049.3070770089287,13082.592747015002,50011.871184275005,63094.46393129001,29935.437578125002,1069.1227706473214,30294.6628290625,3012.9105781249964,1680.0,-1332.9105781249964
PLAR,PoLAR: Political and Legal Anthropology Review,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.8160000000000001,0.8,800,3550,No,0,3550,22,500,4050,No direct competitors,0,4050,4050,4050,1050,4100,4182,0.394,No,0,6254.738140948274,2154.738140948274,Subscription revenue considerably higher than APC - please review,20.309003068965517,0,4200,2800,3500,1200,0.4,36-40%,Increase,Yes,4200,4200,2800,3500,66000,92400,45974.326400000005,50751.8161939394,2089.7421090909093,2306.9007360881546,0.1,24.200000000000003,50571.75904000001,0.4,-0.2,-0.08000000000000002,22.264,51360.83798826667,5386.511588266665,,0.11716346948514866,9.79616,12.467839999999999,20445.669624242422,929.3486192837464,9104.047770282667,28762.069273429337,37866.117043712,20144.998012121214,915.6817278236915,20386.73798826667,4777.489793939392,1320.0,-3457.4897939393923
PLB,Plant Biology,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,1,1,1000,4250,No,0,4250,15,0,4250,No direct competitors,0,4250,4250,4250,1250,4300,4386,0.462,No,0,6230.363158368422,1930.3631583684219,0,13.693588938596493,0,4400,2950,3700,1400,0.47,over 40%,Increase,Yes,4400,4400,2950,3700,45000,66000,46027.043,50982.24500639195,3068.4695333333334,3398.8163337594638,0.1,16.5,50629.7473,0.4666666666666667,-0.2,-0.09333333333333334,14.959999999999999,50846.29235304157,4819.249353041574,,0.10470473528011726,6.5824,8.3776,8477.423860465116,565.1615906976745,3720.119654608372,28473.92371770328,32194.04337231165,8472.869581395349,564.8579720930232,8450.275262511628,4955.202006391955,900.0,-4055.2020063919554
PLMS,Proceedings of the London Mathematical Society,N-Society Owned,3000.0,2000.0,2500.0,3600,2400.0,3000,600.0,0.2,Physical Sci,3500,0.938,0.9,900,4400,No,0,4400,19,0,4400,No direct competitors,0,4400,4400,4400,800,4400,4488,0.24666666666666667,No,0,547.1734432466961,-3852.826556753304,0,117.5388426013216,0,4500,3000,3750,900,0.25,21-25%,Increase,Yes,4500,4500,3000,3750,68400,85500,72266.27160000001,76726.43539534883,3803.487978947369,4038.2334418604646,0.1,20.900000000000002,79492.89876000001,0.25,-0.1,-0.025,20.3775,82289.10196151162,10022.830361511617,,0.1386930602562263,8.9661,11.4114,25936.451344186047,1365.0763865361077,12239.411389321396,46081.897098446505,58321.3084877679,25651.435395348835,1350.075547123623,27511.164461511627,4460.163795348824,1368.0,-3092.1637953488244
PLR2,Journal of Plant Registrations,N-Society Owned,0.0,0.0,0.0,1000,800.0,900,1000.0,0.0,Life Sci,3250,0.846,0.8,800,4050,No,0,4050,11,0,4050,No direct competitors,0,4050,4050,4050,3050,4100,4000,3.0,No,0,,,,,,4000,3200,3600,3000,3.0,over 40%,Increase,Yes,4000,4000,3200,3600,11000,44000,42513.333580000006,45094.075509,3864.8485072727276,4099.461409909091,0.1,12.100000000000001,46764.66693800001,3.0,-0.4,-1.2000000000000002,-2.4200000000000026,-9920.69661198001,-52434.03019198002,,-1.2333549448271708,-1.064800000000001,-1.3552000000000015,38193.40974125,3472.1281582954543,-3697.1220629530035,-5555.590102708807,-9252.712165661811,37744.075509,3431.279591727273,-8303.696611980009,2580.741928999996,220.0,-2360.741928999996
PMH,Personality and Mental Health,N-Society Owned,2800.0,1850.0,2350.0,2800,1850.0,2350,0.0,0.0,SSH,2750,0.834,0.8,800,3550,No,0,3550,43,500,4050,No direct competitors,0,4050,4050,4050,1250,4100,4182,0.49357142857142855,No,0,0.0,-4100.0,0,0.0,0,4200,2800,3550,1400,0.5,over 40%,Increase,Yes,4200,4200,2800,3550,120400,180600,161342.49599999998,165969.7394871795,3752.1510697674416,3859.761383422779,0.1,47.300000000000004,177476.7456,0.5,-0.2,-0.1,42.57000000000001,164310.04209230773,2967.546092307748,,0.01839283614595716,18.730800000000002,23.839200000000005,117419.36123076922,2730.6828193202145,51147.87375212308,92013.62357169234,143161.49732381542,115969.7394871795,2696.97068574836,114810.04209230772,4627.243487179512,2408.0,-2219.243487179512
PMIC,Proteomics,O-Proprietary Owned,3800.0,2550.0,3150.0,4000,2700.0,3300,200.0,0.05263157894736842,Life Sci,3250,0.73,0.7,700,3950,No,0,3950,1,-500,3450,No direct competitors,0,3450,3450,3450,-550,4000,4080,0.02,No,0,3565.2700000000004,-434.72999999999956,0,492.02677419354836,0,4100,2800,3400,100,0.03,3-5%,Increase,Yes,4100,4100,2800,3400,4000,4100,3272.5,3350.0,3272.5,3350.0,0.1,1.1,3599.7500000000005,0.025,0.0,0.0,1.1,3685.0000000000005,412.50000000000045,,0.12605042016806736,0.48400000000000004,0.6160000000000001,0.0,0.0,0.0,2063.6000000000004,2063.6000000000004,0.0,0.0,0.0,77.5,80.0,2.5
PMR,PM&R,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Health Sci,3250,0.5,0.5,500,3750,No,0,3750,5,-500,3250,No direct competitors,0,3250,3250,3250,250,3300,3366,0.122,No,0,1326.679523809524,-1973.320476190476,0,172.43952380952382,0,3350,2250,2800,350,0.12,11-15%,Increase,Yes,3350,3350,2250,2800,15000,16750,19441.9225,19973.766666666666,3888.3845,3994.753333333333,0.1,5.5,21386.11475,0.11666666666666667,0.0,0.0,5.5,21971.143333333333,2529.220833333333,,0.1300910870997111,2.42,3.08,16173.43875,3234.68775,7827.944355,12303.840266666666,20131.784621666666,15973.766666666666,3194.753333333333,17571.143333333333,531.8441666666658,300.0,-231.84416666666584
POC,Journal of Physical Organic Chemistry,O-Proprietary Owned,3300.0,2200.0,2750.0,3300,2200.0,2750,0.0,0.0,Physical Sci,3500,0.596,0.6,600,4100,No,0,4100,10,0,4100,No direct competitors,0,4100,4100,4100,800,4100,4182,0.2672727272727273,No,0,1859.983078611111,-2240.016921388889,0,0.0,0,4200,2800,3500,900,0.27,26-30%,Increase,Yes,4200,4200,2800,3500,33000,42000,20561.57,22851.261029804507,2056.157,2285.126102980451,0.1,11.0,22617.727000000003,0.2727272727272727,-0.1,-0.02727272727272727,10.700000000000001,24450.849301890827,3889.279301890827,,0.18915283715644413,4.708,5.992000000000001,2636.3636363636365,263.6363636363636,1241.2,13692.475609058863,14933.675609058864,2590.909090909091,259.0909090909091,2772.272727272728,2289.6910298045077,660.0,-1629.6910298045077
POI3,Policy & Internet (Electronic),N-Society Owned,2500.0,1650.0,2100.0,2750,1800.0,2300,250.0,0.1,SSH,2750,None,None,-500,2250,No,0,2250,4,-500,1750,No direct competitors,0,1750,1750,1750,-1000,2800,2856,0.03854545454545454,No,0,1825.0762872924524,-974.9237127075476,0,0.0,0,2850,1850,2400,100,0.04,3-5%,Increase,Yes,2850,2850,1850,2400,11000,11400,7075.35,8032.5,1768.8375,2008.125,0.1,4.4,7782.885000000001,0.03636363636363636,0.0,0.0,4.4,8835.75,1760.3999999999996,,0.24880747948864715,1.9360000000000002,2.4640000000000004,0.0,0.0,0.0,4948.02,4948.02,0.0,0.0,0.0,957.1499999999996,220.0,-737.1499999999996
POL,Journal of Polymer Science,O-Proprietary Owned,3200.0,2150.0,2650.0,3200,2150.0,2650,0.0,0.0,Physical Sci,3500,None,None,-500,3000,No,0,3000,1,-500,2500,No direct competitors,0,2500,2500,2500,-700,3200,3264,0.02,No,0,2605.9760311095893,-594.0239688904107,0,3.4069849315068494,0,3250,2200,2700,50,0.02,1-2%,Increase,Yes,3250,3250,2200,2700,3200,3250,2764.64,2810.717333333333,2764.64,2810.717333333333,0.1,1.1,3041.1040000000003,0.015625,0.0,0.0,1.1,3091.7890666666667,327.14906666666684,,0.1183333333333334,0.48400000000000004,0.6160000000000001,2856.7946666666667,2856.7946666666667,1382.6886186666668,1731.4018773333335,3114.0904960000003,2810.717333333333,2810.717333333333,3091.7890666666667,46.07733333333317,64.0,17.922666666666828
POLP,Politics & Policy,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.512,0.5,500,3250,No,0,3250,11,0,3250,No direct competitors,0,3250,3250,3250,750,3300,3366,0.3464,No,0,5492.927134500001,2192.9271345000006,Subscription revenue considerably higher than APC - please review,0.0,0,3350,2200,2800,850,0.34,31-35%,Increase,Yes,3350,3350,2200,2800,27500,36850,42134.5,53221.53846153846,3830.409090909091,4838.3216783216785,0.1,12.100000000000001,46347.950000000004,0.34,-0.1,-0.034,11.688600000000001,56553.206769230776,14418.706769230776,,0.3422066660155164,5.142984,6.545616000000001,19419.23076923077,1765.3846153846155,9079.344830769232,31669.795790769236,40749.14062153847,17653.846153846156,1604.895104895105,18758.976923076927,11087.038461538461,550.0,-10537.038461538461
POLQ,Political Science Quarterly,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,1,-500,1750,No direct competitors,0,1750,1750,1750,-750,2500,2550,0.02,No,0,7917.9595238095235,5417.9595238095235,Subscription revenue considerably higher than APC - please review,0.0,0,2550,1700,2150,50,0.02,16-20%,Increase,Yes,2550,2550,1700,2150,2500,2550,3000.0,3350.0,3000.0,3350.0,0.1,1.1,3300.0000000000005,0.02,0.0,0.0,1.1,3685.0000000000005,685.0000000000005,,0.22833333333333347,0.48400000000000004,0.6160000000000001,3400.0,3400.0,1645.6000000000001,2063.6000000000004,3709.2000000000007,3350.0,3350.0,3685.0000000000005,350.0,50.0,-300.0
POMS,Production and Operations Management,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.32899999999999996,0.3,100,2850,No,0,2850,11,0,2850,No direct competitors,0,2850,2850,2850,350,2900,2958,0.1832,No,0,0.0,-2900.0,0,0.0,0,2950,1950,2500,450,0.18,16-20%,Increase,Yes,2950,2950,1950,2500,27500,32450,27032.5,38700.0,2457.5,3518.181818181818,0.1,12.100000000000001,29735.750000000004,0.18,0.0,0.0,12.100000000000001,42570.0,15537.5,,0.5747711088504578,5.324000000000001,6.776000000000001,8700.0,790.9090909090909,4210.8,23839.2,28050.0,8600.0,781.8181818181819,9460.000000000002,11667.5,550.0,-11117.5
PON,Psycho-Oncology,O-Proprietary Owned,4300.0,2867.0,3583.0,4300,2867.0,3583,0.0,0.0,Health Sci,3250,0.536,0.5,500,3750,No,0,3750,2,-500,3250,No direct competitors,0,3250,3250,3250,-1050,4300,4386,0.02,No,0,1135.4691512222225,-3164.5308487777775,0,0.0,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,8600,8800,5117.0,8600.0,2558.5,4300.0,0.1,2.2,5628.700000000001,0.023255813953488372,0.0,0.0,2.2,9460.0,4343.0,,0.8487394957983193,0.9680000000000001,1.2320000000000002,0.0,0.0,0.0,5297.600000000001,5297.600000000001,0.0,0.0,0.0,3483.0,172.0,-3311.0
POP4,Poverty & Public Policy (Electronic),N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.258,0.3,100,2850,No,0,2850,4,-500,2350,No direct competitors,0,2350,2350,2350,-150,2500,2550,0.02,No,0,1170.3817151162789,-1329.6182848837211,0,244.4044476744186,0,2550,1700,2150,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2150,10000,10200,13591.5,13800.0,3397.875,3450.0,0.1,4.4,14950.650000000001,0.02,0.0,0.0,4.4,15180.000000000002,1588.5000000000018,,0.11687451716146134,1.9360000000000002,2.4640000000000004,10500.0,2625.0,5082.0,8500.800000000001,13582.800000000001,10350.0,2587.5,11385.000000000002,208.5,200.0,-8.5
POPE,Population Ecology,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,None,None,-500,2750,No,0,2750,2,-500,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,0.0,-3000.0,0,0.0,0,3050,2050,2550,50,0.02,16-20%,Increase,Yes,3050,3050,2050,2550,6000,6100,5950.0,8600.0,2975.0,4300.0,0.1,2.2,6545.000000000001,0.016666666666666666,0.0,0.0,2.2,9460.0,3510.0,,0.5899159663865546,0.9680000000000001,1.2320000000000002,0.0,0.0,0.0,5297.600000000001,5297.600000000001,0.0,0.0,0.0,2650.0,120.0,-2530.0
POPS,Political Psychology,N-Society Owned,3200.0,2150.0,2650.0,3200,2150.0,2650,0.0,0.0,SSH,2750,0.948,0.9,900,3650,No,0,3650,45,500,4150,No direct competitors,0,4150,4150,4150,950,4200,4284,0.33875,No,0,8574.43460117516,4374.43460117516,Subscription revenue considerably higher than APC - please review,43.68409431847134,0,4300,2900,3550,1100,0.34,31-35%,Increase,Yes,4300,4300,2900,3550,144000,193500,158630.233125,166762.2494166667,3525.1162916666667,3705.827764814815,0.1,49.50000000000001,174493.25643750004,0.34375,-0.2,-0.06875,46.096875000000004,170827.07924619794,12196.846121197945,,0.07688853430346332,20.282625000000003,25.81425,95686.13256250002,2126.358501388889,43128.132099232826,95663.16437787084,138791.29647710366,92599.483125,2057.766291666667,94856.59552617189,8132.016291666689,2880.0,-5252.016291666689
POQU,The Political Quarterly,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,2,-500,1750,No direct competitors,0,1750,1750,1750,-1250,3000,3060,0.02,No,0,5697.042261326924,2697.042261326924,Subscription revenue considerably higher than APC - please review,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,6000,6100,4998.0,5500.0,2499.0,2750.0,0.1,2.2,5497.8,0.016666666666666666,0.0,0.0,2.2,6050.000000000001,1052.000000000001,,0.21048419367747118,0.9680000000000001,1.2320000000000002,0.0,0.0,0.0,3388.0000000000005,3388.0000000000005,0.0,0.0,0.0,502.0,120.0,-382.0
PPA,Plant Pathology,N-Society Owned,3600.0,2400.0,3000.0,3950,2650.0,3300,350.0,0.09722222222222222,Life Sci,3250,0.891,0.9,900,4150,No,0,4150,1,-500,3650,No direct competitors,0,3650,3650,3650,-300,4000,4080,0.03291139240506329,No,0,12511.702068965518,8511.702068965518,Subscription revenue considerably higher than APC - please review,0.0,0,4100,2750,3450,150,0.04,3-5%,Increase,Yes,4100,4100,2750,3450,3950,4100,1950.0,2863.636363636364,1950.0,2863.636363636364,0.1,1.1,2145.0,0.0379746835443038,0.0,0.0,1.1,3150.0000000000005,1200.0000000000005,,0.6153846153846156,0.48400000000000004,0.6160000000000001,0.0,0.0,0.0,1764.0000000000005,1764.0000000000005,0.0,0.0,0.0,913.636363636364,79.0,-834.636363636364
PPAP,Plasma Processes and Polymers,O-Proprietary Owned,3900.0,2600.0,3250.0,4300,2850.0,3600,400.0,0.10256410256410256,Physical Sci,3500,None,None,-500,3000,No,0,3000,6,0,3000,No direct competitors,0,3000,3000,3000,-1300,4300,4386,0.02,No,0,2857.7777801111115,-1442.2222198888885,0,0.0,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,25800,26400,12195.452000000001,13005.0,2032.5753333333334,2167.5,0.1,6.6000000000000005,13414.997200000002,0.023255813953488372,0.0,0.0,6.6000000000000005,14305.500000000002,2110.0480000000007,,0.17301925340692584,2.9040000000000004,3.696,2600.0,433.3333333333333,1258.4,8011.08,9269.48,2550.0,425.0,2805.0,809.5479999999989,516.0,-293.54799999999886
PPC,Perspectives In Psychiatric Care,O-Proprietary Owned,3300.0,2200.0,2750.0,3300,2200.0,2750,0.0,0.0,Health Sci,3250,0.45999999999999996,0.5,500,3750,No,0,3750,14,0,3750,No direct competitors,0,3750,3750,3750,450,3800,3876,0.17454545454545456,No,0,3546.2878294583334,-253.71217054166664,0,0.0,0,3900,2600,3250,600,0.18,16-20%,Increase,Yes,3900,3900,2600,3250,46200,54600,34656.625,37870.227272727265,2475.473214285714,2705.016233766233,0.1,15.400000000000002,38122.287500000006,0.18181818181818182,-0.1,-0.018181818181818184,15.120000000000003,40899.84545454545,6243.2204545454515,,0.18014507917448544,6.652800000000001,8.467200000000002,3090.909090909091,220.7792207792208,1468.8000000000004,22903.913454545454,24372.713454545454,3045.4545454545455,217.53246753246754,3289.09090909091,3213.602272727265,924.0,-2289.602272727265
PPE,Paediatric and Perinatal Epidemiology,O-Proprietary Owned,4200.0,2800.0,3500.0,4200,2800.0,3500,0.0,0.0,Health Sci,3250,0.253,0.3,100,3350,No,0,3350,7,0,3350,No direct competitors,0,3350,3350,3350,-850,4200,4284,0.02,No,0,1974.2920279785712,-2225.7079720214288,0,0.0,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,29400,30100,15102.0,24640.0,2157.4285714285716,3520.0,0.1,7.700000000000001,16612.200000000004,0.023809523809523808,0.0,0.0,7.700000000000001,27104.000000000004,12002.000000000004,,0.7947291749437163,3.3880000000000003,4.312000000000001,21360.0,3051.4285714285716,10338.240000000002,15178.240000000003,25516.480000000003,21120.0,3017.1428571428573,23232.000000000004,9538.0,588.0,-8950.0
PPI,Psychotherapy and Politics International,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,4,-500,1750,No direct competitors,0,1750,1750,1750,-750,2500,2550,0.02,No,0,0.0,-2500.0,0,0.0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,10000,10200,10453.75,10980.0,2613.4375,2745.0,0.1,4.4,11499.125000000002,0.02,0.0,0.0,4.4,12078.000000000002,1624.2500000000018,,0.1553748654788953,1.9360000000000002,2.4640000000000004,3100.0,775.0,1500.4,6763.680000000001,8264.080000000002,3050.0,762.5,3355.0000000000005,526.25,200.0,-326.25
PPL,Physiologia Plantarum,N-Society Owned,3300.0,2200.0,2750.0,3650,2450.0,3050,350.0,0.10606060606060606,Life Sci,3250,None,None,-500,2750,No,0,2750,1,-500,2250,No direct competitors,0,2250,2250,2250,-1400,3700,3774,0.03397260273972603,No,0,21202.9869775,17502.9869775,Subscription revenue considerably higher than APC - please review,0.0,0,3750,2500,3150,100,0.03,16-20%,Increase,Yes,3750,3750,2500,3150,3650,3750,1689.675,1987.5,1689.675,1987.5,0.1,1.1,1858.6425000000002,0.0273972602739726,0.0,0.0,1.1,2186.25,496.57500000000005,,0.2938878778463314,0.48400000000000004,0.6160000000000001,0.0,0.0,0.0,1224.3000000000002,1224.3000000000002,0.0,0.0,0.0,297.82500000000005,73.0,-224.82500000000005
PPP,Permafrost and Periglacial Processes,O-Proprietary Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,Life Sci,3250,0.683,0.7,700,3950,No,0,3950,2,-500,3450,No direct competitors,0,3450,3450,3450,150,3500,3570,0.08181818181818182,No,0,16570.447746478872,13070.447746478872,Subscription revenue considerably higher than APC - please review,0.0,0,3550,2400,2950,250,0.08,6-10%,Increase,Yes,3550,3550,2400,2950,6600,7100,5916.389999999999,8368.52,2958.1949999999997,4184.26,0.1,2.2,6508.0289999999995,0.07575757575757576,0.0,0.0,2.2,9205.372000000001,3288.982000000002,,0.5559102763678531,0.9680000000000001,1.2320000000000002,4818.192083333333,2409.0960416666667,2332.0049683333336,5155.008320000001,7487.0132883333345,4470.4875,2235.24375,4917.536250000001,2452.130000000001,132.0,-2320.130000000001
